edition,sport,discipline,athlete,NOC,medal,id
1956,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Gold,7
1956,Aquatics,Swimming,"FRASER, Dawn",AUS,Gold,7
1956,Aquatics,Swimming,"LEECH, Faith Yvonne",AUS,Gold,7
1956,Aquatics,Swimming,"MORGAN, Sandra Anne",AUS,Gold,7
1956,Aquatics,Swimming,"DEVITT, John",AUS,Gold,7
1956,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Gold,7
1956,Aquatics,Swimming,"O'HALLORAN, Kevin",AUS,Gold,7
1956,Aquatics,Swimming,"ROSE, Murray",AUS,Gold,7
1956,Athletics,Athletics,"LAWRENCE, Allan",AUS,Bronze,7
1956,Athletics,Athletics,"HOGAN, Hector",AUS,Bronze,7
1956,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Bronze,7
1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Gold,7
1956,Athletics,Athletics,"LANDY, John",AUS,Bronze,7
1956,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Bronze,7
1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Gold,7
1956,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",AUS,Gold,7
1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Gold,7
1956,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",AUS,Gold,7
1956,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Gold,7
1956,Athletics,Athletics,"GIPSON, Graham Chater",AUS,Silver,7
1956,Athletics,Athletics,"GOSPER, Richard Kevan",AUS,Silver,7
1956,Athletics,Athletics,"GREGORY, Leonard Stuart",AUS,Silver,7
1956,Athletics,Athletics,"LEAN, David Francis",AUS,Silver,7
1956,Athletics,Athletics,"THROWER-AUSTIN, Norma Claire",AUS,Bronze,7
1956,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Gold,7
1956,Athletics,Athletics,"PORTER, Charles Michael",AUS,Silver,7
1956,Boxing,Boxing,"HOGARTH, Kevin John",AUS,Bronze,7
1956,Canoe / Kayak,Canoe / Kayak F,"BROWN, Walter William",AUS,Bronze,7
1956,Canoe / Kayak,Canoe / Kayak F,"GREEN, Dennis Allan",AUS,Bronze,7
1956,Cycling,Cycling Track,"BROWNE, Ian Sterry",AUS,Gold,7
1956,Cycling,Cycling Track,"MARCHANT, Anthony John",AUS,Gold,7
1956,Cycling,Cycling Track,"PLOOG, Richard Francis",AUS,Bronze,7
1956,Rowing,Rowing,"RILEY, Murray Stewart",AUS,Bronze,7
1956,Rowing,Rowing,"WOOD, Merwyn Thomas",AUS,Bronze,7
1956,Rowing,Rowing,"AIKMAN, Michael Hirst",AUS,Bronze,7
1956,Rowing,Rowing,"BENFIELD, Angus Fred",AUS,Bronze,7
1956,Rowing,Rowing,"BOYKETT, David Herbert",AUS,Bronze,7
1956,Rowing,Rowing,"DOYLE, Brian John",AUS,Bronze,7
1956,Rowing,Rowing,"HEWITT, Harold Neil",AUS,Bronze,7
1956,Rowing,Rowing,"HOWDEN, James Guthrie",AUS,Bronze,7
1956,Rowing,Rowing,"HOWELL, Walter Neville",AUS,Bronze,7
1956,Rowing,Rowing,"MANTON, Garth O.V.",AUS,Bronze,7
1956,Rowing,Rowing,"MONGER, Adrian Calero",AUS,Bronze,7
1956,Rowing,Rowing,"MACKENZIE, Stuart A.",AUS,Silver,7
1956,Sailing,Sailing,"BUXTON, Douglas Raymond",AUS,Bronze,7
1956,Sailing,Sailing,"MYTTON, Devereaux R.",AUS,Bronze,7
1956,Sailing,Sailing,"STURROCK, Alexander Stuart",AUS,Bronze,7
1956,Sailing,Sailing,"SCOTT, John Malcolm",AUS,Silver,7
1956,Sailing,Sailing,"TASKER, Rolland Leslie",AUS,Silver,7
1960,Aquatics,Swimming,"THEILE, David Egmont",AUS,Gold,7
1960,Aquatics,Swimming,"ANDREW, Janice",AUS,Bronze,7
1960,Aquatics,Swimming,"DEVITT, John",AUS,Gold,7
1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Gold,7
1960,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Gold,7
1960,Aquatics,Swimming,"ROSE, Murray",AUS,Silver,7
1960,Aquatics,Swimming,"HAYES, Neville",AUS,Silver,7
1960,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Bronze,7
1960,Aquatics,Swimming,"ROSE, Murray",AUS,Gold,7
1960,Aquatics,Swimming,"COLQUHOUN, Alva",AUS,Silver,7
1960,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Silver,7
1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Silver,7
1960,Aquatics,Swimming,"KONRADS, Ilsa",AUS,Silver,7
1960,Aquatics,Swimming,"GATHERCOLE, Terence",AUS,Silver,7
1960,Aquatics,Swimming,"HAYES, Neville",AUS,Silver,7
1960,Aquatics,Swimming,"SHIPTON, Geoffrey",AUS,Silver,7
1960,Aquatics,Swimming,"THEILE, David Egmont",AUS,Silver,7
1960,Aquatics,Swimming,"ANDREW, Janice",AUS,Silver,7
1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Silver,7
1960,Aquatics,Swimming,"LASSIG, Rosemary",AUS,Silver,7
1960,Aquatics,Swimming,"WILSON, Maryleen Joy",AUS,Silver,7
1960,Aquatics,Swimming,"DEVITT, John",AUS,Bronze,7
1960,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Bronze,7
1960,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Bronze,7
1960,Aquatics,Swimming,"ROSE, Murray",AUS,Bronze,7
1960,Athletics,Athletics,"POWER, David",AUS,Bronze,7
1960,Athletics,Athletics,"ELLIOTT, Herbert",AUS,Gold,7
1960,Athletics,Athletics,"FREEMAN, Noel Frederick",AUS,Silver,7
1960,Athletics,Athletics,"JONES-CARR, Brenda",AUS,Silver,7
1960,Boxing,Boxing,"TAYLOR, Oliver",AUS,Bronze,7
1960,Boxing,Boxing,"MADIGAN, Anthony",AUS,Bronze,7
1960,Equestrian,Eventing,"MORGAN, Laurence Robert",AUS,Gold,7
1960,Equestrian,Eventing,"LAVIS, Neil John",AUS,Silver,7
1960,Equestrian,Eventing,"LAVIS, Neil John",AUS,Gold,7
1960,Equestrian,Eventing,"MORGAN, Laurence Robert",AUS,Gold,7
1960,Equestrian,Eventing,"ROYCROFT, William",AUS,Gold,7
1964,Aquatics,Swimming,"FRASER, Dawn",AUS,Gold,7
1964,Aquatics,Swimming,"WOOD, Allan",AUS,Bronze,7
1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Gold,7
1964,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Gold,7
1964,Aquatics,Swimming,"BERRY, Kevin John",AUS,Gold,7
1964,Aquatics,Swimming,"WOOD, Allan",AUS,Bronze,7
1964,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Bronze,7
1964,Aquatics,Swimming,"DOAK, Peter John",AUS,Bronze,7
1964,Aquatics,Swimming,"RYAN, John",AUS,Bronze,7
1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Bronze,7
1964,Aquatics,Swimming,"BELL, Lynette",AUS,Silver,7
1964,Aquatics,Swimming,"FRASER, Dawn",AUS,Silver,7
1964,Aquatics,Swimming,"MURPHY, Janice",AUS,Silver,7
1964,Aquatics,Swimming,"THORN-RISSON, Robyn",AUS,Silver,7
1964,Aquatics,Swimming,"BERRY, Kevin John",AUS,Bronze,7
1964,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Bronze,7
1964,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Bronze,7
1964,Aquatics,Swimming,"REYNOLDS, Peter Askin",AUS,Bronze,7
1964,Athletics,Athletics,"CLARKE, Ronald",AUS,Bronze,7
1964,Athletics,Athletics,"BLACK-VASSELLA, Marilyn Mary",AUS,Bronze,7
1964,Athletics,Athletics,"AMOORE-POLLOCK, Judith Florence",AUS,Bronze,7
1964,Athletics,Athletics,"CUTHBERT, Betty",AUS,Gold,7
1964,Athletics,Athletics,"KILBORN-RYAN-NELSON, Pamela",AUS,Bronze,7
1964,Athletics,Athletics,"MASON-BROWN, Michelle Mary",AUS,Silver,7
1964,Hockey,Hockey,"CROSSMAN, Mervyn",AUS,Bronze,7
1964,Hockey,Hockey,"DEARING, Paul",AUS,Bronze,7
1964,Hockey,Hockey,"EVANS, Raymond",AUS,Bronze,7
1964,Hockey,Hockey,"GLENCROSS, Brian",AUS,Bronze,7
1964,Hockey,Hockey,"HODDER, Robin",AUS,Bronze,7
1964,Hockey,Hockey,"MCBRYDE, John",AUS,Bronze,7
1964,Hockey,Hockey,"MCWATTERS, Donald",AUS,Bronze,7
1964,Hockey,Hockey,"NILAN, Patrick",AUS,Bronze,7
1964,Hockey,Hockey,"PEARCE, Eric Robert",AUS,Bronze,7
1964,Hockey,Hockey,"PEARCE, Julian",AUS,Bronze,7
1964,Hockey,Hockey,"PIPER, Desmond",AUS,Bronze,7
1964,Hockey,Hockey,"SMART, Donald",AUS,Bronze,7
1964,Hockey,Hockey,"WATERS, Anthony",AUS,Bronze,7
1964,Hockey,Hockey,"WOOD, Graham",AUS,Bronze,7
1964,Judo,Judo,"BORONOSKI, Theodore",AUS,Bronze,7
1964,Sailing,Sailing,"NORTHAM, William Herbert",AUS,Gold,7
1964,Sailing,Sailing,"O'DONNELL, Peter Joseph",AUS,Gold,7
1964,Sailing,Sailing,"SARGEANT, James Fred Robert",AUS,Gold,7
1968,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Gold,7
1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Gold,7
1968,Aquatics,Swimming,"BROUGH, Gregory",AUS,Bronze,7
1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Gold,7
1968,Aquatics,Swimming,"MORAS, Karen Lynne",AUS,Bronze,7
1968,Aquatics,Swimming,"CUSACK, Robert",AUS,Bronze,7
1968,Aquatics,Swimming,"ROGERS, Gregory",AUS,Bronze,7
1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Bronze,7
1968,Aquatics,Swimming,"WINDLE, Robert George",AUS,Bronze,7
1968,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Silver,7
1968,Aquatics,Swimming,"PLAYFAIR, Judith",AUS,Silver,7
1968,Aquatics,Swimming,"STEINBECK, Janet",AUS,Silver,7
1968,Aquatics,Swimming,"WATSON, Lynette",AUS,Silver,7
1968,Aquatics,Swimming,"ROGERS, Gregory",AUS,Silver,7
1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Silver,7
1968,Aquatics,Swimming,"WHITE, Graham Rose",AUS,Silver,7
1968,Aquatics,Swimming,"WINDLE, Robert George",AUS,Silver,7
1968,Athletics,Athletics,"NORMAN, Peter George",AUS,Silver,7
1968,Athletics,Athletics,"LAMY-FRANK, Jennifer",AUS,Bronze,7
1968,Athletics,Athletics,"BOYLE, Raelene Ann",AUS,Silver,7
1968,Athletics,Athletics,"DOUBELL, Ralph",AUS,Gold,7
1968,Athletics,Athletics,"CAIRD, Maureen",AUS,Gold,7
1968,Athletics,Athletics,"KILBORN-RYAN-NELSON, Pamela",AUS,Silver,7
1968,Equestrian,Eventing,"COBCROFT, Brian W.B.",AUS,Bronze,7
1968,Equestrian,Eventing,"ROYCROFT, Wayne",AUS,Bronze,7
1968,Equestrian,Eventing,"ROYCROFT, William",AUS,Bronze,7
1968,Hockey,Hockey,"DEARING, Paul",AUS,Silver,7
1968,Hockey,Hockey,"EVANS, Raymond",AUS,Silver,7
1968,Hockey,Hockey,"GLENCROSS, Brian",AUS,Silver,7
1968,Hockey,Hockey,"HAIGH, Robert",AUS,Silver,7
1968,Hockey,Hockey,"MARTIN, Donald",AUS,Silver,7
1968,Hockey,Hockey,"MASON, James",AUS,Silver,7
1968,Hockey,Hockey,"NILAN, Patrick",AUS,Silver,7
1968,Hockey,Hockey,"PEARCE, Eric Robert",AUS,Silver,7
1968,Hockey,Hockey,"PEARCE, Gordon Charles",AUS,Silver,7
1968,Hockey,Hockey,"PEARCE, Julian",AUS,Silver,7
1968,Hockey,Hockey,"PIPER, Desmond",AUS,Silver,7
1968,Hockey,Hockey,"QUINE, Fred",AUS,Silver,7
1968,Hockey,Hockey,"RILEY, Ronald",AUS,Silver,7
1968,Hockey,Hockey,"SMART, Donald",AUS,Silver,7
1968,Rowing,Rowing,"DICKSON, Peter",AUS,Silver,7
1968,Rowing,Rowing,"DOUGLAS, David",AUS,Silver,7
1968,Rowing,Rowing,"DUVAL, Alfred W.",AUS,Silver,7
1968,Rowing,Rowing,"FAZIO, Joseph",AUS,Silver,7
1968,Rowing,Rowing,"GROVER, Alan Geoffrey",AUS,Silver,7
1968,Rowing,Rowing,"MORGAN, Michael Dennis",AUS,Silver,7
1968,Rowing,Rowing,"PEARCE, Gary Malcolm",AUS,Silver,7
1968,Rowing,Rowing,"RANCH, John",AUS,Silver,7
1968,Rowing,Rowing,"SHIRLAW, Robert Alan",AUS,Silver,7
1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Bronze,7
1972,Aquatics,Swimming,"GOULD, Shane",AUS,Bronze,7
1972,Aquatics,Swimming,"WINDEATT, Graham Claud",AUS,Silver,7
1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Gold,7
1972,Aquatics,Swimming,"GOULD, Shane",AUS,Gold,7
1972,Aquatics,Swimming,"GOULD, Shane",AUS,Gold,7
1972,Aquatics,Swimming,"COOPER, Bradford Paul",AUS,Gold,7
1972,Aquatics,Swimming,"GOULD, Shane",AUS,Gold,7
1972,Aquatics,Swimming,"NEALL, Gail",AUS,Gold,7
1972,Aquatics,Swimming,"GOULD, Shane",AUS,Silver,7
1972,Athletics,Athletics,"BOYLE, Raelene Ann",AUS,Silver,7
1972,Athletics,Athletics,"BOYLE, Raelene Ann",AUS,Silver,7
1972,Cycling,Cycling Road,"SEFTON, Clyde",AUS,Silver,7
1972,Cycling,Cycling Track,"CLARK, Daniel",AUS,Silver,7
1972,Cycling,Cycling Track,"NICHOLSON, John Michael",AUS,Silver,7
1972,Sailing,Sailing,"ANDERSON, Thomas James",AUS,Gold,7
1972,Sailing,Sailing,"CUNEO, John Bruce",AUS,Gold,7
1972,Sailing,Sailing,"SHAW, John Cameron",AUS,Gold,7
1972,Sailing,Sailing,"ANDERSON, John",AUS,Gold,7
1972,Sailing,Sailing,"FORBES, David John Oliver",AUS,Gold,7
1976,Aquatics,Swimming,"HOLLAND, Stephen",AUS,Bronze,7
1976,Equestrian,Eventing,"BENNETT, Mervyn",AUS,Bronze,7
1976,Equestrian,Eventing,"PIGOTT, Dennis",AUS,Bronze,7
1976,Equestrian,Eventing,"ROYCROFT, Wayne",AUS,Bronze,7
1976,Equestrian,Eventing,"ROYCROFT, William",AUS,Bronze,7
1976,Hockey,Hockey,"BELL, David",AUS,Silver,7
1976,Hockey,Hockey,"BROWNING, Gregory",AUS,Silver,7
1976,Hockey,Hockey,"CHARLESWORTH, Richard",AUS,Silver,7
1976,Hockey,Hockey,"COOKE, Ian",AUS,Silver,7
1976,Hockey,Hockey,"DANCER, Barry",AUS,Silver,7
1976,Hockey,Hockey,"GOLDER, Thomas Douglas",AUS,Silver,7
1976,Hockey,Hockey,"HAIGH, Robert",AUS,Silver,7
1976,Hockey,Hockey,"HAMMOND, Wayne",AUS,Silver,7
1976,Hockey,Hockey,"IRVINE, James",AUS,Silver,7
1976,Hockey,Hockey,"MARSHALL, Stephen",AUS,Silver,7
1976,Hockey,Hockey,"POOLE, Malcolm",AUS,Silver,7
1976,Hockey,Hockey,"PROCTOR, Robert",AUS,Silver,7
1976,Hockey,Hockey,"REID, Graham",AUS,Silver,7
1976,Hockey,Hockey,"RILEY, Ronald",AUS,Silver,7
1976,Hockey,Hockey,"SMITH, Trevor",AUS,Silver,7
1976,Hockey,Hockey,"WALSH, Terence",AUS,Silver,7
1976,Sailing,Sailing,"BROWN, Ian",AUS,Bronze,7
1976,Sailing,Sailing,"RUFF, Ian",AUS,Bronze,7
1976,Sailing,Sailing,"BERTRAND, John Edwin",AUS,Bronze,7
1980,Aquatics,Swimming,"EVANS, Peter",AUS,Bronze,7
1980,Aquatics,Swimming,"METZKER, Maxwell",AUS,Bronze,7
1980,Aquatics,Swimming,"KERRY, Mark",AUS,Bronze,7
1980,Aquatics,Swimming,"FORD, Michelle",AUS,Bronze,7
1980,Aquatics,Swimming,"BREWER, Graeme",AUS,Bronze,7
1980,Aquatics,Swimming,"BROOKS, Neil",AUS,Gold,7
1980,Aquatics,Swimming,"EVANS, Peter",AUS,Gold,7
1980,Aquatics,Swimming,"KERRY, Mark",AUS,Gold,7
1980,Aquatics,Swimming,"TONELLI, Mark",AUS,Gold,7
1980,Aquatics,Swimming,"FORD, Michelle",AUS,Gold,7
1980,Athletics,Athletics,"MITCHELL, Richard",AUS,Silver,7
1980,Canoe / Kayak,Canoe / Kayak F,"SUMEGI, John",AUS,Silver,7
1984,Aquatics,Swimming,"EVANS, Peter",AUS,Bronze,7
1984,Aquatics,Swimming,"BUCHANAN, Glenn",AUS,Bronze,7
1984,Aquatics,Swimming,"STOCKWELL, Marcus",AUS,Silver,7
1984,Aquatics,Swimming,"BERINGEN, Glenn",AUS,Silver,7
1984,Aquatics,Swimming,"SIEBEN, Jonathan",AUS,Gold,7
1984,Aquatics,Swimming,"PHILLIPS, Karen",AUS,Silver,7
1984,Aquatics,Swimming,"PEARSON, Michelle",AUS,Bronze,7
1984,Aquatics,Swimming,"LEMBERG, Justin",AUS,Bronze,7
1984,Aquatics,Swimming,"WOODHOUSE, Robert",AUS,Bronze,7
1984,Aquatics,Swimming,"LANDELLS, Suzanne",AUS,Silver,7
1984,Aquatics,Swimming,"BROOKS, Neil",AUS,Silver,7
1984,Aquatics,Swimming,"DELANY, Michael",AUS,Silver,7
1984,Aquatics,Swimming,"FASALA, Gregory",AUS,Silver,7
1984,Aquatics,Swimming,"STOCKWELL, Marcus",AUS,Silver,7
1984,Aquatics,Swimming,"BUCHANAN, Glenn",AUS,Bronze,7
1984,Aquatics,Swimming,"EVANS, Peter",AUS,Bronze,7
1984,Aquatics,Swimming,"KERRY, Mark",AUS,Bronze,7
1984,Aquatics,Swimming,"STOCKWELL, Marcus",AUS,Bronze,7
1984,Athletics,Athletics,"NUNN-SAUNDERS-CEARNS, Glyniss Leanne",AUS,Gold,7
1984,Athletics,Athletics,"HONEY, Gary",AUS,Silver,7
1984,Athletics,Athletics,"MULHALL-MARTIN, Gael",AUS,Bronze,7
1984,Canoe / Kayak,Canoe / Kayak F,"KELLY, Barry",AUS,Bronze,7
1984,Canoe / Kayak,Canoe / Kayak F,"KENNY, Grant",AUS,Bronze,7
1984,Cycling,Cycling Track,"GRENDA, Michael",AUS,Gold,7
1984,Cycling,Cycling Track,"NICHOLS, Kevin",AUS,Gold,7
1984,Cycling,Cycling Track,"TURTUR, Michael",AUS,Gold,7
1984,Cycling,Cycling Track,"WOODS, Dean",AUS,Gold,7
1984,Rowing,Rowing,"BATTERSBY, James",AUS,Bronze,7
1984,Rowing,Rowing,"EDMUNDS, Ian",AUS,Bronze,7
1984,Rowing,Rowing,"EVANS, Stephen",AUS,Bronze,7
1984,Rowing,Rowing,"HEFER, Clyde",AUS,Bronze,7
1984,Rowing,Rowing,"MULLER, Craig",AUS,Bronze,7
1984,Rowing,Rowing,"PATTEN, Samuel",AUS,Bronze,7
1984,Rowing,Rowing,"POPA, Ion",AUS,Bronze,7
1984,Rowing,Rowing,"THREDGOLD, Gavin",AUS,Bronze,7
1984,Rowing,Rowing,"WILLOUGHBY, Timothy",AUS,Bronze,7
1984,Rowing,Rowing,"BRANCOURT-POLLOCK, Karen",AUS,Bronze,7
1984,Rowing,Rowing,"CHAPMAN-POPA, Susan",AUS,Bronze,7
1984,Rowing,Rowing,"FOSTER, Margot",AUS,Bronze,7
1984,Rowing,Rowing,"GREY-GARDNER, Robyn",AUS,Bronze,7
1984,Rowing,Rowing,"LEE, Susan",AUS,Bronze,7
1984,Rowing,Rowing,"GULLOCK, Gary",AUS,Silver,7
1984,Rowing,Rowing,"LOVRICH, Anthony",AUS,Silver,7
1984,Rowing,Rowing,"MCLAREN, Timothy",AUS,Silver,7
1984,Rowing,Rowing,"REEDY, Paul",AUS,Silver,7
1984,Sailing,Sailing,"ANDERSON, John Scott",AUS,Bronze,7
1984,Sailing,Sailing,"CAIRNS, Christopher",AUS,Bronze,7
1984,Shooting,Shooting,"DENCH, Patricia",AUS,Bronze,7
1984,Weightlifting,Weightlifting,"LUKIN, Dinko",AUS,Gold,7
1984,Weightlifting,Weightlifting,"KABBAS, Robert",AUS,Silver,7
1988,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Gold,7
1988,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Silver,7
1988,Aquatics,Swimming,"MCDONALD, Julie",AUS,Bronze,7
1988,Athletics,Athletics,"FLINTOFF-KING, Deborah",AUS,Gold,7
1988,Athletics,Athletics,"MARTIN-ONDIEKI-O'DEA, Lisa",AUS,Silver,7
1988,Boxing,Boxing,"CHENEY, Grahame",AUS,Silver,7
1988,Canoe / Kayak,Canoe / Kayak F,"DAVIES, Grant",AUS,Silver,7
1988,Canoe / Kayak,Canoe / Kayak F,"FOSTER, Peter",AUS,Bronze,7
1988,Canoe / Kayak,Canoe / Kayak F,"GRAHAM, Kelvin John",AUS,Bronze,7
1988,Cycling,Cycling Track,"VINNICOMBE, Martin",AUS,Silver,7
1988,Cycling,Cycling Track,"WOODS, Dean",AUS,Silver,7
1988,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Bronze,7
1988,Cycling,Cycling Track,"DUTTON, Brett",AUS,Bronze,7
1988,Cycling,Cycling Track,"MCCARNEY, Wayne",AUS,Bronze,7
1988,Cycling,Cycling Track,"MCGLEDE, Stephen John",AUS,Bronze,7
1988,Cycling,Cycling Track,"WOODS, Dean",AUS,Bronze,7
1988,Hockey,Hockey,"BELBIN, Tracey Lee",AUS,Gold,7
1988,Hockey,Hockey,"BOWMAN, Deborah",AUS,Gold,7
1988,Hockey,Hockey,"CAPES, Lee",AUS,Gold,7
1988,Hockey,Hockey,"CAPES-HAGER, Michelle Edith",AUS,Gold,7
1988,Hockey,Hockey,"CARBON, Sally May",AUS,Gold,7
1988,Hockey,Hockey,"CLEMENT-DENNING, Elspeth",AUS,Gold,7
1988,Hockey,Hockey,"DORMAN, Loretta",AUS,Gold,7
1988,Hockey,Hockey,"FISH, Maree",AUS,Gold,7
1988,Hockey,Hockey,"HAWKES, Rechelle",AUS,Gold,7
1988,Hockey,Hockey,"HILLAS, Lorraine",AUS,Gold,7
1988,Hockey,Hockey,"PARTRIDGE, Kathleen Anne",AUS,Gold,7
1988,Hockey,Hockey,"PATMORE, Sharon",AUS,Gold,7
1988,Hockey,Hockey,"PEREIRA, Jacqueline Margaret",AUS,Gold,7
1988,Hockey,Hockey,"PISANI, Alexandra",AUS,Gold,7
1988,Hockey,Hockey,"SMALL, Kim",AUS,Gold,7
1988,Hockey,Hockey,"TOOTH, Liane Marianne",AUS,Gold,7
1988,Tennis,Tennis,"SMYLIE, Elizabeth",AUS,Bronze,7
1988,Tennis,Tennis,"TURNBULL, Wendy",AUS,Bronze,7
1992,Aquatics,Swimming,"ROGERS, Philip John",AUS,Bronze,7
1992,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Bronze,7
1992,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Gold,7
1992,Aquatics,Swimming,"HOUSMAN, Glen Clifford",AUS,Silver,7
1992,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Bronze,7
1992,Aquatics,Swimming,"O'NEILL, Susan",AUS,Bronze,7
1992,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Silver,7
1992,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Bronze,7
1992,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Silver,7
1992,Athletics,Athletics,"COSTIAN, Daniela",AUS,Bronze,7
1992,Athletics,Athletics,"FORSYTH, Timothy",AUS,Bronze,7
1992,Canoe / Kayak,Canoe / Kayak F,"ROBINSON, Clint",AUS,Gold,7
1992,Canoe / Kayak,Canoe / Kayak F,"ANDERSSON, Ramon Dean",AUS,Bronze,7
1992,Canoe / Kayak,Canoe / Kayak F,"GRAHAM, Kelvin John",AUS,Bronze,7
1992,Canoe / Kayak,Canoe / Kayak F,"ROWLING, Ian Mark",AUS,Bronze,7
1992,Canoe / Kayak,Canoe / Kayak F,"WOOD, Steven Michael",AUS,Bronze,7
1992,Canoe / Kayak,Canoe / Kayak S,"WOODWARD, Danielle Anne",AUS,Silver,7
1992,Cycling,Cycling Road,"WATT, Kathryn Anne",AUS,Gold,7
1992,Cycling,Cycling Track,"KELLY, Shane",AUS,Silver,7
1992,Cycling,Cycling Track,"WATT, Kathryn Anne",AUS,Silver,7
1992,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Silver,7
1992,Cycling,Cycling Track,"AITKEN, Brett",AUS,Silver,7
1992,Cycling,Cycling Track,"MCGLEDE, Stephen John",AUS,Silver,7
1992,Cycling,Cycling Track,"O'BRIEN, Shaun William",AUS,Silver,7
1992,Cycling,Cycling Track,"O'GRADY, Stuart",AUS,Silver,7
1992,Equestrian,Eventing,"RYAN, Matthew Morgan",AUS,Gold,7
1992,Equestrian,Eventing,"GREEN, David Michael",AUS,Gold,7
1992,Equestrian,Eventing,"HOY, Andrew",AUS,Gold,7
1992,Equestrian,Eventing,"RYAN, Matthew Morgan",AUS,Gold,7
1992,Equestrian,Eventing,"ROLTON, Gillian",AUS,Gold,7
1992,Hockey,Hockey,"BESTALL, John Roderick",AUS,Silver,7
1992,Hockey,Hockey,"BIRMINGHAM, Warren",AUS,Silver,7
1992,Hockey,Hockey,"BODIMEADE, Lee",AUS,Silver,7
1992,Hockey,Hockey,"CAREY, Ashley",AUS,Silver,7
1992,Hockey,Hockey,"CORBITT, Gregory",AUS,Silver,7
1992,Hockey,Hockey,"DAVIES, Stephen",AUS,Silver,7
1992,Hockey,Hockey,"DILETTI, Damon",AUS,Silver,7
1992,Hockey,Hockey,"DREHER, Lachlan",AUS,Silver,7
1992,Hockey,Hockey,"ELMER, Lachlan",AUS,Silver,7
1992,Hockey,Hockey,"EVANS, Dean",AUS,Silver,7
1992,Hockey,Hockey,"LEWIS, Paul Snowden",AUS,Silver,7
1992,Hockey,Hockey,"REID, Graham",AUS,Silver,7
1992,Hockey,Hockey,"STACEY, Jay Jason",AUS,Silver,7
1992,Hockey,Hockey,"WANSBROUGH, David",AUS,Silver,7
1992,Hockey,Hockey,"WARK, Kenneth",AUS,Silver,7
1992,Hockey,Hockey,"YORK, Michael",AUS,Silver,7
1992,Rowing,Rowing,"ANTONIE, Peter",AUS,Gold,7
1992,Rowing,Rowing,"HAWKINS, Stephen Mark",AUS,Gold,7
1992,Rowing,Rowing,"COOPER, Andrew",AUS,Gold,7
1992,Rowing,Rowing,"GREEN, Nicholas",AUS,Gold,7
1992,Rowing,Rowing,"MCKAY, Mike",AUS,Gold,7
1992,Rowing,Rowing,"TOMKINS, James",AUS,Gold,7
1992,Sailing,Sailing,"KLEPPICH, Lars Detlef",AUS,Bronze,7
1992,Sailing,Sailing,"BOOTH, Mitch",AUS,Bronze,7
1992,Sailing,Sailing,"FORBES, John",AUS,Bronze,7
1992,Tennis,Tennis,"BRADTKE, Nicole Anne Louise",AUS,Bronze,7
1992,Tennis,Tennis,"MCQUILLAN, Rachel Jane",AUS,Bronze,7
